Date,Close
26-07-2023,19778.3
27-07-2023,19659.9
28-07-2023,19646.05
31-07-2023,19753.8
01-08-2023,19733.55
02-08-2023,19526.55
03-08-2023,19381.65
04-08-2023,19517
07-08-2023,19597.3
08-08-2023,19570.85
09-08-2023,19632.55
10-08-2023,19543.1
11-08-2023,19428.3
14-08-2023,19434.55
16-08-2023,19465
17-08-2023,19365.25
18-08-2023,19310.15
21-08-2023,19393.6
22-08-2023,19396.45
23-08-2023,19444
24-08-2023,19386.7
25-08-2023,19265.8
28-08-2023,19306.05
29-08-2023,19342.65
30-08-2023,19347.45
31-08-2023,19253.8
01-09-2023,19435.3
04-09-2023,19528.8
05-09-2023,19574.9
06-09-2023,19611.05
07-09-2023,19727.05
08-09-2023,19819.95
11-09-2023,19996.35
12-09-2023,19993.2
13-09-2023,20070
14-09-2023,20103.1
15-09-2023,20192.35
18-09-2023,20133.3
20-09-2023,19901.4
21-09-2023,19742.35
22-09-2023,19674.25
25-09-2023,19674.55
26-09-2023,19664.7
27-09-2023,19716.45
28-09-2023,19523.55
29-09-2023,19638.3
03-10-2023,19528.75
04-10-2023,19436.1
05-10-2023,19545.75
06-10-2023,19653.5
09-10-2023,19512.35
10-10-2023,19689.85
11-10-2023,19811.35
12-10-2023,19794
13-10-2023,19751.05
16-10-2023,19731.75
17-10-2023,19811.5
18-10-2023,19671.1
19-10-2023,19624.7
20-10-2023,19542.65
23-10-2023,19281.75
25-10-2023,19122.15
26-10-2023,18857.25
27-10-2023,19047.25
30-10-2023,19140.9
31-10-2023,19079.6
01-11-2023,18989.15
02-11-2023,19133.25
03-11-2023,19230.6
06-11-2023,19411.75
07-11-2023,19406.7
08-11-2023,19443.5
09-11-2023,19395.3
10-11-2023,19425.35
13-11-2023,19443.55
15-11-2023,19675.45
16-11-2023,19765.2
17-11-2023,19731.8
20-11-2023,19694
21-11-2023,19783.4
22-11-2023,19811.85
23-11-2023,19802
24-11-2023,19794.7
28-11-2023,19889.7
29-11-2023,20096.6
30-11-2023,20133.15
01-12-2023,20267.9
04-12-2023,20686.8
05-12-2023,20855.1
06-12-2023,20937.7
07-12-2023,20901.15
08-12-2023,20969.4
11-12-2023,20997.1
12-12-2023,20906.4
13-12-2023,20926.35
14-12-2023,21182.7
15-12-2023,21456.65
18-12-2023,21418.65
19-12-2023,21453.1
20-12-2023,21150.15
21-12-2023,21255.05
22-12-2023,21349.4
26-12-2023,21441.35
27-12-2023,21654.75
28-12-2023,21778.7
29-12-2023,21731.4
01-01-2024,21741.9
02-01-2024,21665.8
03-01-2024,21517.35
04-01-2024,21658.6
05-01-2024,21710.8
08-01-2024,21513
09-01-2024,21544.85
10-01-2024,21618.7
11-01-2024,21647.2
12-01-2024,21894.55
